Value,Date,Sub-Sector,Super Region,Measure,Frequency,Region,Source,Indicator,Subject
1.1,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.37,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
8.6,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.51,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
3.16,2003-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.17,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.31,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.38,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.17,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.09,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.17,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.23,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.18,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.23,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.14,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.07,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.17,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
8.57,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.55,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.79,2003-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.97,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.31,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.83,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.39,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.19,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.4,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.62,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.97,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.62,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.36,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.17,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
3.96,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
6.53,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
8.24,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.2,2003-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.13,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.31,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.25,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
2.71,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.28,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.72,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.92,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.33,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.13,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.92,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
2.68,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.26,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.15,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
8.8,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
11.15,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.31,2003-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.54,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.31,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
6.51,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.14,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.52,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.14,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.01,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
7.67,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.54,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.01,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.11,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.49,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.54,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
11,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
14.6,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.35,2002-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.76,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.31,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.24,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.39,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.77,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.39,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.26,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.76,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.26,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.36,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.76,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.76,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
11.5,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
16.25,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.13,2002-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.26,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.31,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.54,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.48,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.87,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.48,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.1,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.26,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.1,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.45,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.83,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.26,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
12.87,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
16.82,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
1.98,2002-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.11,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.49,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
7.49,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.39,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
1.86,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.4,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.08,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.33,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.12,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.08,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.36,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
1.82,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.14,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
14.2,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
15.63,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.15,2002-03-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.77,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.85,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
8.33,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
3.46,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
2.09,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.47,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.77,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.5,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.78,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.77,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
3.44,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
2.06,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
4.81,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
11.07,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
16.95,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.32,2001-12-31,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.08,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.85,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
9.18,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.28,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
3.4,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.29,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.98,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.5,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.09,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.98,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.27,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
3.34,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.12,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
9.33,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,SHORT-TERM INTEREST RATES,TOTAL
18.34,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,RUSSIA,OECD,LONG-TERM INTEREST RATES,TOTAL
2.44,2001-09-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.18,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.85,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,CHINA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
9.75,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
4.6,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(16 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.13,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
4.61,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.27,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
8.67,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,INDIA,OECD,SHORT-TERM INTEREST RATES FORECAST,TOTAL
5.18,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(17 COUNTRIES),OECD,LONG-TERM INTEREST RATES FORECAST,TOTAL
5.27,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,LONG-TERM INTEREST RATES,TOTAL
4.59,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,SHORT-TERM INTEREST RATES,TOTAL
4.1,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,UNITED STATES,OECD,SHORT-TERM INTEREST RATES,TOTAL
5.19,2001-06-30,INTEREST RATES,GLOBAL DATA,PERCENT PER ANNUM,Q,EURO AREA(19 COUNTRIES),OECD,LONG-TERM INTEREST RATES,TOTAL
